CustomerID,CustomerName,Age,Gender,IncomeLevel,LoyaltyScore,CustomerSegment,Location,ProductID,Category,SubCategory,Brand,CostPrice,SellingPrice,DiscountOffered,PurchaseQuantity,UnitPrice,PaymentMethod,DateOfPurchase,SalesChannel,PaymentStatus
1059,Customer_61,18,Female,Low,1,C,Bangalore,2691,Clothing,Furniture,BrandZ,328,402,0,1,848,Credit Card,2023-03-03,Online,Paid
1070,Customer_62,43,Female,Medium,15,C,Delhi,2486,Electronics,Shirts,BrandX,443,444,0,1,1025,Net Banking,2023-03-04,Offline,Pending
1043,Customer_63,31,Male,Medium,37,B,Delhi,2884,Home,Furniture,BrandZ,179,817,15,4,925,Credit Card,2023-03-05,Online,Pending
1007,Customer_64,55,Female,Low,13,B,Bangalore,2171,Beauty,Shirts,BrandX,452,698,5,3,911,UPI,2023-03-06,Online,Pending
1046,Customer_65,54,Female,Low,8,B,Delhi,2949,Electronics,Shirts,BrandZ,495,780,5,4,1094,Credit Card,2023-03-07,Online,Paid
1034,Customer_66,28,Female,High,5,A,Hyderabad,2273,Home,Furniture,BrandX,389,448,10,4,1072,Cash,2023-03-08,Online,Paid
1077,Customer_67,53,Male,High,60,A,Bangalore,2258,Beauty,Makeup,BrandZ,554,250,5,3,1084,Cash,2023-03-09,Offline,Paid
1080,Customer_68,30,Female,Medium,73,B,Hyderabad,2134,Home,Mobile,BrandZ,942,481,0,2,174,Cash,2023-03-10,Offline,Paid
1035,Customer_69,60,Male,High,1,B,Mumbai,2682,Electronics,Mobile,BrandZ,770,985,5,2,955,Net Banking,2023-03-11,Offline,Paid
1049,Customer_70,20,Male,High,36,A,Delhi,2721,Electronics,Furniture,BrandZ,227,542,5,2,913,Cash,2023-03-12,Online,Paid
1003,Customer_71,50,Female,High,35,A,Mumbai,2747,Electronics,Furniture,BrandZ,801,1023,20,3,583,Cash,2023-03-13,Online,Pending
1001,Customer_72,23,Female,High,66,A,Mumbai,2421,Clothing,Shirts,BrandY,642,530,0,1,1028,Net Banking,2023-03-14,Offline,Pending
1005,Customer_73,27,Male,Low,63,A,Delhi,2420,Home,Furniture,BrandZ,997,241,5,3,1059,UPI,2023-03-15,Offline,Pending
1053,Customer_74,22,Female,Medium,23,B,Bangalore,2185,Clothing,Shirts,BrandY,458,596,5,4,714,Cash,2023-03-16,Offline,Paid
1003,Customer_75,40,Male,High,9,A,Delhi,2928,Electronics,Makeup,BrandZ,626,258,15,3,255,Cash,2023-03-17,Offline,Pending
1053,Customer_76,27,Male,Low,34,B,Mumbai,2363,Beauty,Furniture,BrandY,412,466,5,1,245,Net Banking,2023-03-18,Online,Pending
1092,Customer_77,61,Female,Low,46,C,Mumbai,2954,Home,Mobile,BrandY,174,591,5,1,317,UPI,2023-03-19,Offline,Pending
1062,Customer_78,19,Female,Low,78,C,Bangalore,2606,Clothing,Mobile,BrandX,645,367,20,4,191,UPI,2023-03-20,Online,Paid
1017,Customer_79,30,Male,High,4,A,Delhi,2377,Home,Furniture,BrandZ,970,822,0,2,253,UPI,2023-03-21,Offline,Paid
1089,Customer_80,57,Male,High,30,C,Mumbai,2522,Beauty,Shirts,BrandX,295,427,10,1,669,Net Banking,2023-03-22,Online,Pending
1043,Customer_81,19,Male,Medium,95,C,Hyderabad,2579,Clothing,Mobile,BrandX,942,1158,0,1,431,Credit Card,2023-03-23,Offline,Paid
1033,Customer_82,37,Male,High,75,C,Mumbai,2890,Electronics,Shirts,BrandZ,128,718,15,1,1096,Credit Card,2023-03-24,Offline,Paid
1073,Customer_83,18,Female,High,99,A,Mumbai,2721,Clothing,Furniture,BrandX,805,1159,0,4,898,Cash,2023-03-25,Online,Paid
1061,Customer_84,54,Female,Low,72,A,Bangalore,2195,Home,Furniture,BrandZ,115,1024,5,1,980,Cash,2023-03-26,Online,Paid
1099,Customer_85,26,Female,Medium,3,C,Hyderabad,2880,Home,Mobile,BrandX,522,615,15,2,198,Cash,2023-03-27,Offline,Pending
1013,Customer_86,34,Female,High,14,B,Mumbai,2097,Home,Furniture,BrandZ,688,988,0,4,264,Credit Card,2023-03-28,Online,Paid
1094,Customer_87,26,Female,High,60,C,Mumbai,2604,Home,Makeup,BrandZ,904,903,15,2,652,Net Banking,2023-03-29,Offline,Pending
1047,Customer_88,28,Male,Low,77,A,Hyderabad,2983,Electronics,Makeup,BrandZ,692,987,10,1,1135,Cash,2023-03-30,Online,Pending
1014,Customer_89,32,Female,Low,45,A,Delhi,2021,Clothing,Mobile,BrandY,504,179,0,1,220,Net Banking,2023-03-31,Offline,Paid
1071,Customer_90,41,Female,High,96,A,Delhi,2449,Electronics,Makeup,BrandX,735,508,5,2,1161,Cash,2023-04-01,Offline,Paid
1077,Customer_91,55,Female,Medium,34,C,Mumbai,2171,Electronics,Shirts,BrandY,630,235,15,4,216,Net Banking,2023-04-02,Offline,Paid
1086,Customer_92,52,Female,Medium,45,B,Mumbai,2382,Electronics,Mobile,BrandX,713,896,20,4,1116,Net Banking,2023-04-03,Offline,Pending
1061,Customer_93,47,Female,Low,61,A,Delhi,2133,Home,Mobile,BrandX,176,462,15,2,330,Credit Card,2023-04-04,Offline,Pending
1039,Customer_94,48,Male,Low,83,A,Bangalore,2425,Home,Shirts,BrandX,328,514,20,1,762,Net Banking,2023-04-05,Offline,Pending
1084,Customer_95,22,Male,High,16,C,Hyderabad,2024,Home,Makeup,BrandY,396,1054,5,3,846,UPI,2023-04-06,Offline,Pending
1079,Customer_96,61,Male,Low,66,B,Hyderabad,2502,Clothing,Makeup,BrandX,609,847,10,2,752,Credit Card,2023-04-07,Offline,Pending
1081,Customer_97,31,Female,High,40,C,Bangalore,2184,Beauty,Makeup,BrandY,814,280,20,2,397,Cash,2023-04-08,Online,Pending
1052,Customer_98,28,Male,Medium,17,A,Bangalore,2084,Home,Mobile,BrandZ,672,952,10,2,508,Credit Card,2023-04-09,Online,Pending
1023,Customer_99,26,Male,Medium,34,B,Bangalore,2566,Clothing,Mobile,BrandX,637,938,15,1,398,UPI,2023-04-10,Online,Paid
1025,Customer_100,51,Female,High,16,B,Bangalore,2762,Home,Makeup,BrandX,682,500,5,4,787,UPI,2023-04-11,Offline,Pending
1088,Customer_101,29,Female,Low,60,A,Bangalore,2143,Home,Furniture,BrandZ,714,329,20,1,1099,Net Banking,2023-04-12,Offline,Pending
1059,Customer_102,52,Female,Medium,66,B,Bangalore,2862,Electronics,Makeup,BrandZ,425,923,15,2,812,UPI,2023-04-13,Offline,Pending
1040,Customer_103,52,Male,Low,66,B,Hyderabad,2909,Electronics,Shirts,BrandX,462,659,0,1,325,UPI,2023-04-14,Online,Pending
1028,Customer_104,18,Male,Medium,90,C,Bangalore,2678,Electronics,Mobile,BrandZ,768,514,15,1,872,UPI,2023-04-15,Online,Paid
1014,Customer_105,57,Female,High,13,A,Delhi,2411,Clothing,Shirts,BrandY,974,1130,10,2,575,UPI,2023-04-16,Online,Pending
1044,Customer_106,39,Female,High,56,A,Bangalore,2223,Beauty,Shirts,BrandY,458,502,5,1,920,Cash,2023-04-17,Online,Pending
1064,Customer_107,46,Male,High,31,A,Bangalore,2219,Beauty,Mobile,BrandX,805,949,5,3,852,Cash,2023-04-18,Online,Paid
1088,Customer_108,25,Male,Medium,34,A,Hyderabad,2178,Clothing,Furniture,BrandY,886,561,15,1,230,Credit Card,2023-04-19,Offline,Paid
1070,Customer_109,28,Female,Low,39,A,Hyderabad,2630,Home,Makeup,BrandY,423,884,0,1,1076,Net Banking,2023-04-20,Online,Pending
1008,Customer_110,58,Female,Low,67,B,Bangalore,2432,Clothing,Shirts,BrandX,797,1130,10,4,287,Cash,2023-04-21,Offline,Pending
1087,Customer_111,54,Male,Low,8,C,Hyderabad,2264,Home,Mobile,BrandZ,425,267,15,4,619,UPI,2023-04-22,Offline,Pending
1000,Customer_112,31,Female,Medium,87,A,Mumbai,2953,Clothing,Shirts,BrandX,724,631,15,2,499,Net Banking,2023-04-23,Offline,Pending
1007,Customer_113,47,Male,Medium,78,C,Hyderabad,2428,Clothing,Makeup,BrandY,924,341,5,2,459,Cash,2023-04-24,Online,Pending
1087,Customer_114,52,Male,Medium,55,C,Hyderabad,2661,Clothing,Furniture,BrandX,264,740,10,4,1193,Credit Card,2023-04-25,Online,Pending
1062,Customer_115,38,Male,Medium,27,B,Hyderabad,2415,Beauty,Furniture,BrandX,672,739,0,3,1151,UPI,2023-04-26,Offline,Paid
1010,Customer_116,54,Male,Medium,93,A,Hyderabad,2452,Electronics,Furniture,BrandY,703,808,5,1,418,Net Banking,2023-04-27,Online,Paid
1080,Customer_117,22,Female,Low,53,B,Delhi,2726,Clothing,Mobile,BrandY,897,256,15,3,1176,Cash,2023-04-28,Online,Pending
1007,Customer_118,36,Female,Medium,39,A,Delhi,2196,Beauty,Mobile,BrandX,554,531,5,3,919,Net Banking,2023-04-29,Offline,Pending
1034,Customer_119,31,Male,Medium,65,B,Delhi,2553,Electronics,Furniture,BrandY,252,932,5,4,165,Cash,2023-04-30,Offline,Pending
1034,Customer_120,43,Male,Low,17,C,Bangalore,2052,Electronics,Makeup,BrandY,836,539,20,2,755,Credit Card,2023-05-01,Offline,Paid
1032,Customer_121,21,Male,Medium,30,A,Bangalore,2479,Clothing,Makeup,BrandY,226,393,5,1,962,UPI,2023-05-02,Offline,Pending
1004,Customer_122,42,Male,Low,53,C,Mumbai,2442,Home,Mobile,BrandY,292,734,5,2,631,Credit Card,2023-05-03,Offline,Paid
1040,Customer_123,62,Male,Low,13,C,Delhi,2329,Home,Furniture,BrandY,726,1018,10,3,1044,UPI,2023-05-04,Online,Paid
1027,Customer_124,59,Female,High,21,B,Bangalore,2250,Home,Makeup,BrandY,873,617,5,3,418,UPI,2023-05-05,Offline,Pending
1006,Customer_125,42,Female,High,19,A,Hyderabad,2806,Clothing,Makeup,BrandZ,629,1015,0,2,563,Net Banking,2023-05-06,Online,Paid
1072,Customer_126,35,Female,High,53,C,Hyderabad,2889,Home,Makeup,BrandX,109,1083,15,2,174,Cash,2023-05-07,Online,Pending
1071,Customer_127,57,Female,High,19,B,Delhi,2782,Beauty,Mobile,BrandY,191,753,10,4,465,Credit Card,2023-05-08,Offline,Paid
1011,Customer_128,25,Male,Medium,57,A,Mumbai,2966,Beauty,Furniture,BrandX,238,1164,5,2,720,Credit Card,2023-05-09,Offline,Pending
1033,Customer_129,56,Male,High,25,A,Mumbai,2924,Beauty,Shirts,BrandZ,580,1009,0,2,874,Credit Card,2023-05-10,Online,Pending
1032,Customer_130,57,Male,Low,86,C,Hyderabad,2122,Beauty,Furniture,BrandY,548,162,15,4,1157,Net Banking,2023-05-11,Offline,Paid
1047,Customer_131,31,Male,Medium,31,A,Mumbai,2878,Electronics,Furniture,BrandX,432,448,10,2,538,Net Banking,2023-05-12,Online,Paid
1022,Customer_132,49,Male,High,81,C,Delhi,2386,Beauty,Mobile,BrandY,968,936,0,3,871,Net Banking,2023-05-13,Offline,Paid
1061,Customer_133,55,Female,Low,55,A,Hyderabad,2338,Home,Makeup,BrandY,439,298,5,2,593,UPI,2023-05-14,Offline,Pending
1087,Customer_134,50,Male,Medium,23,B,Bangalore,2777,Clothing,Makeup,BrandY,151,271,20,1,1148,Credit Card,2023-05-15,Online,Paid
1036,Customer_135,40,Female,Medium,32,C,Bangalore,2347,Home,Mobile,BrandY,806,687,20,3,846,UPI,2023-05-16,Online,Paid
1098,Customer_136,32,Female,High,62,C,Mumbai,2028,Beauty,Mobile,BrandY,565,525,10,4,1120,Credit Card,2023-05-17,Offline,Pending
1043,Customer_137,50,Female,Medium,74,A,Hyderabad,2974,Electronics,Mobile,BrandY,817,231,0,3,870,Credit Card,2023-05-18,Offline,Pending
1085,Customer_138,42,Female,Low,10,A,Hyderabad,2034,Beauty,Mobile,BrandY,898,641,15,4,517,Cash,2023-05-19,Offline,Paid
1090,Customer_139,34,Male,Medium,100,C,Bangalore,2517,Clothing,Mobile,BrandZ,574,505,0,1,491,Credit Card,2023-05-20,Online,Paid
1034,Customer_140,50,Female,Low,72,A,Hyderabad,2395,Home,Shirts,BrandZ,500,1074,20,1,453,Net Banking,2023-05-21,Offline,Paid
1064,Customer_141,64,Female,Medium,54,B,Hyderabad,2622,Clothing,Furniture,BrandY,538,1154,10,3,913,Net Banking,2023-05-22,Offline,Pending
1098,Customer_142,19,Female,High,52,A,Hyderabad,2293,Clothing,Furniture,BrandY,977,272,5,2,965,Net Banking,2023-05-23,Offline,Pending
1046,Customer_143,31,Male,Low,20,B,Mumbai,2588,Clothing,Furniture,BrandZ,704,857,0,3,261,Cash,2023-05-24,Offline,Paid
1077,Customer_144,57,Male,Medium,32,B,Hyderabad,2348,Home,Makeup,BrandZ,920,479,20,3,1027,Cash,2023-05-25,Online,Pending
1002,Customer_145,57,Male,Medium,14,B,Delhi,2146,Beauty,Shirts,BrandZ,756,1140,15,1,1179,UPI,2023-05-26,Online,Paid
1000,Customer_146,56,Female,Medium,50,B,Mumbai,2066,Clothing,Furniture,BrandY,697,472,10,4,1079,Credit Card,2023-05-27,Online,Paid
1004,Customer_147,23,Female,Low,28,B,Hyderabad,2903,Home,Makeup,BrandX,608,919,5,3,852,Credit Card,2023-05-28,Offline,Pending
1089,Customer_148,23,Male,Low,53,A,Hyderabad,2519,Electronics,Shirts,BrandX,252,582,0,2,995,Net Banking,2023-05-29,Offline,Paid
1013,Customer_149,20,Female,Low,24,B,Delhi,2121,Home,Shirts,BrandX,613,859,15,1,1093,Net Banking,2023-05-30,Offline,Paid
1026,Customer_150,24,Male,High,79,A,Mumbai,2339,Electronics,Makeup,BrandX,602,943,5,3,428,Net Banking,2023-05-31,Online,Pending
1008,Customer_151,25,Male,High,22,B,Bangalore,2174,Home,Shirts,BrandY,953,861,20,3,531,Net Banking,2023-06-01,Online,Paid
1078,Customer_152,59,Female,Low,30,C,Bangalore,2899,Beauty,Makeup,BrandX,871,688,20,2,162,Net Banking,2023-06-02,Online,Paid
1014,Customer_153,32,Female,Medium,63,B,Mumbai,2690,Clothing,Furniture,BrandZ,775,750,15,3,452,Net Banking,2023-06-03,Online,Pending
1089,Customer_154,64,Female,High,4,C,Hyderabad,2596,Beauty,Makeup,BrandZ,105,406,20,3,309,Credit Card,2023-06-04,Offline,Paid
1041,Customer_155,46,Female,Low,77,B,Hyderabad,2450,Home,Shirts,BrandX,599,1020,10,3,303,Cash,2023-06-05,Online,Paid
1076,Customer_156,50,Male,Medium,59,B,Bangalore,2556,Clothing,Furniture,BrandZ,760,1048,15,3,903,Net Banking,2023-06-06,Online,Pending
1050,Customer_157,47,Male,High,87,B,Bangalore,2135,Electronics,Furniture,BrandY,816,958,20,2,330,Credit Card,2023-06-07,Offline,Pending
1062,Customer_158,56,Male,Medium,8,C,Bangalore,2854,Home,Mobile,BrandX,217,826,0,3,526,Net Banking,2023-06-08,Online,Pending
1095,Customer_159,44,Male,Medium,82,C,Delhi,2015,Clothing,Mobile,BrandX,584,420,20,3,925,UPI,2023-06-09,Offline,Paid
1051,Customer_160,53,Male,Medium,12,B,Bangalore,2332,Electronics,Shirts,BrandY,700,699,10,3,165,UPI,2023-06-10,Offline,Pending
1095,Customer_161,46,Female,Medium,31,A,Delhi,2194,Electronics,Makeup,BrandZ,765,717,5,1,402,Credit Card,2023-06-11,Offline,Paid
1003,Customer_162,55,Male,High,78,B,Mumbai,2495,Beauty,Makeup,BrandY,778,1135,5,2,180,Cash,2023-06-12,Offline,Pending
1093,Customer_163,50,Male,High,34,C,Hyderabad,2008,Home,Shirts,BrandY,567,508,20,1,1194,UPI,2023-06-13,Offline,Paid
1022,Customer_164,54,Male,High,82,B,Bangalore,2827,Electronics,Furniture,BrandZ,260,947,5,1,880,UPI,2023-06-14,Online,Paid
1014,Customer_165,44,Female,Low,98,C,Hyderabad,2333,Clothing,Shirts,BrandY,369,1036,20,2,438,Cash,2023-06-15,Online,Pending
1042,Customer_166,50,Female,High,75,C,Hyderabad,2332,Electronics,Shirts,BrandZ,155,360,10,1,647,UPI,2023-06-16,Offline,Paid
1028,Customer_167,21,Female,Medium,76,C,Bangalore,2326,Electronics,Furniture,BrandZ,327,436,5,1,697,Net Banking,2023-06-17,Online,Paid
1035,Customer_168,39,Female,High,49,B,Bangalore,2014,Beauty,Makeup,BrandY,948,892,0,1,1110,Cash,2023-06-18,Offline,Pending
1012,Customer_169,19,Male,Medium,79,C,Mumbai,2838,Beauty,Shirts,BrandZ,248,1196,20,2,281,UPI,2023-06-19,Online,Paid
1031,Customer_170,27,Male,Low,57,C,Delhi,2613,Clothing,Makeup,BrandY,145,445,5,3,1007,Cash,2023-06-20,Online,Paid
1070,Customer_171,22,Female,Medium,95,B,Delhi,2225,Beauty,Shirts,BrandZ,243,155,10,4,670,Net Banking,2023-06-21,Online,Paid
1058,Customer_172,27,Female,Medium,93,C,Hyderabad,2424,Electronics,Furniture,BrandX,849,699,10,4,179,UPI,2023-06-22,Online,Pending
1085,Customer_173,50,Male,Medium,26,B,Bangalore,2789,Electronics,Furniture,BrandZ,883,830,0,2,776,Credit Card,2023-06-23,Online,Pending
1027,Customer_174,55,Male,Low,18,C,Mumbai,2407,Beauty,Mobile,BrandZ,731,944,10,4,153,UPI,2023-06-24,Online,Pending
1065,Customer_175,30,Female,High,96,A,Mumbai,2112,Electronics,Furniture,BrandY,439,352,10,2,658,UPI,2023-06-25,Online,Pending
1041,Customer_176,48,Female,High,86,A,Mumbai,2996,Electronics,Mobile,BrandZ,512,474,5,2,165,Net Banking,2023-06-26,Offline,Pending
1044,Customer_177,64,Female,Low,38,C,Mumbai,2427,Clothing,Shirts,BrandX,831,974,20,4,1146,Credit Card,2023-06-27,Offline,Pending
1061,Customer_178,53,Female,Medium,81,A,Mumbai,2000,Beauty,Makeup,BrandX,619,393,15,1,1105,Credit Card,2023-06-28,Offline,Pending
1056,Customer_179,62,Male,High,87,B,Delhi,2265,Electronics,Furniture,BrandZ,443,476,10,3,412,Credit Card,2023-06-29,Online,Pending
1005,Customer_180,41,Male,Low,88,A,Delhi,2490,Beauty,Furniture,BrandZ,486,1136,10,4,414,Net Banking,2023-06-30,Online,Paid
1027,Customer_181,32,Male,High,50,C,Delhi,2207,Clothing,Furniture,BrandX,572,910,15,4,527,Net Banking,2023-07-01,Offline,Paid
1027,Customer_182,46,Female,Low,8,C,Bangalore,2621,Beauty,Shirts,BrandY,374,1186,10,4,1112,Net Banking,2023-07-02,Offline,Paid
